user_id,date,time,service_type,auth_status,region,device
1132,2025-01-07,21:31,OTP,Success,KA,Mobile
1133,2025-01-08,21:57,OTP,Fail,DL,Mobile
1134,2025-01-08,02:15,OTP,Success,KA,Mobile
1135,2025-01-07,08:42,Biometric,Fail,KA,POS
1136,2025-01-01,18:05,OTP,Success,DL,POS
1137,2025-01-05,23:35,Biometric,Success,MH,Mobile
1138,2025-01-06,00:25,Biometric,Success,MH,POS
1139,2025-01-06,23:58,Biometric,Success,MH,Mobile
1140,2025-01-02,16:58,Biometric,Fail,KA,POS
1141,2025-01-07,08:08,OTP,Fail,KA,Mobile
1142,2025-01-04,16:42,Biometric,Success,KA,POS
1143,2025-01-06,12:10,OTP,Success,MH,Mobile
1144,2025-01-09,04:08,OTP,Success,KA,Mobile
1145,2025-01-08,08:22,Biometric,Success,MH,Mobile
1146,2025-01-09,19:32,OTP,Success,MH,Mobile
1147,2025-01-05,23:57,Biometric,Success,KA,Mobile
1148,2025-01-10,06:37,Biometric,Success,MH,POS
1149,2025-01-11,15:02,OTP,Success,MH,Mobile
1150,2025-01-11,10:24,OTP,Success,MH,POS
1151,2025-01-11,15:11,Biometric,Fail,MH,POS
1152,2025-01-05,21:42,Biometric,Fail,KA,Mobile
1153,2025-01-04,23:10,Biometric,Success,MH,POS
1154,2025-01-10,13:38,Biometric,Success,KA,Mobile
1155,2025-01-06,09:29,Biometric,Success,DL,Mobile
1156,2025-01-08,02:55,Biometric,Success,MH,POS
1157,2025-01-11,16:07,OTP,Success,MH,Mobile
1158,2025-01-05,18:30,Biometric,Fail,DL,Mobile
1159,2025-01-06,07:13,OTP,Success,DL,POS
1160,2025-01-05,23:45,Biometric,Success,MH,Mobile
1161,2025-01-05,23:49,OTP,Success,MH,POS
1162,2025-01-11,14:37,Biometric,Success,KA,POS
1163,2025-01-01,05:05,Biometric,Success,MH,POS
1164,2025-01-03,06:29,Biometric,Success,DL,Mobile
1165,2025-01-08,14:10,OTP,Success,DL,POS
1166,2025-01-02,20:44,OTP,Success,MH,POS
1167,2025-01-02,06:45,OTP,Success,DL,Mobile
1168,2025-01-07,10:05,Biometric,Success,KA,Mobile
1169,2025-01-04,18:35,OTP,Success,DL,POS
1170,2025-01-11,05:31,Biometric,Fail,MH,POS
1171,2025-01-05,02:56,Biometric,Fail,DL,POS
1172,2025-01-06,09:44,Biometric,Success,DL,POS
1173,2025-01-07,09:30,Biometric,Success,DL,Mobile
1174,2025-01-05,18:06,Biometric,Success,MH,Mobile
1175,2025-01-02,07:39,Biometric,Success,DL,Mobile
1176,2025-01-01,06:09,Biometric,Success,MH,POS
1177,2025-01-01,05:22,Biometric,Success,DL,POS
1178,2025-01-09,01:25,Biometric,Success,DL,Mobile
1179,2025-01-07,06:18,Biometric,Success,MH,Mobile
1180,2025-01-04,17:28,OTP,Success,MH,POS
1181,2025-01-08,01:08,OTP,Success,MH,POS
1182,2025-01-08,16:21,OTP,Success,KA,Mobile
1183,2025-01-10,06:24,OTP,Success,KA,POS
1184,2025-01-11,07:39,OTP,Success,DL,Mobile
1185,2025-01-09,05:35,Biometric,Success,DL,Mobile
1186,2025-01-10,16:13,OTP,Success,DL,POS
1187,2025-01-11,02:28,OTP,Success,DL,Mobile
1188,2025-01-04,12:25,OTP,Success,KA,Mobile
1189,2025-01-04,14:15,OTP,Success,MH,Mobile
1190,2025-01-01,05:13,Biometric,Fail,MH,POS
1191,2025-01-05,00:35,Biometric,Success,MH,Mobile
1192,2025-01-06,19:02,Biometric,Success,KA,POS
1193,2025-01-03,09:15,Biometric,Fail,DL,POS
1194,2025-01-02,09:24,OTP,Success,DL,POS
1195,2025-01-09,16:56,Biometric,Fail,KA,Mobile
1196,2025-01-01,17:21,OTP,Success,DL,Mobile
1197,2025-01-09,19:51,OTP,Success,MH,Mobile
1198,2025-01-09,04:46,OTP,Success,MH,Mobile
1199,2025-01-08,11:12,Biometric,Success,KA,POS
1200,2025-01-03,18:18,Biometric,Success,DL,Mobile
1201,2025-01-09,01:30,Biometric,Success,DL,Mobile
1202,2025-01-05,12:55,Biometric,Success,DL,Mobile
1203,2025-01-02,15:22,OTP,Success,KA,POS
1204,2025-01-03,05:58,OTP,Success,DL,POS
1205,2025-01-07,15:25,Biometric,Success,MH,Mobile
1206,2025-01-08,22:45,Biometric,Success,MH,POS
1207,2025-01-09,19:57,OTP,Success,MH,POS
1208,2025-01-09,23:04,Biometric,Fail,MH,POS
1209,2025-01-10,01:35,OTP,Success,DL,POS
1210,2025-01-07,22:32,Biometric,Success,KA,POS
1211,2025-01-05,10:34,OTP,Success,DL,Mobile
1212,2025-01-02,07:43,Biometric,Success,KA,POS
1213,2025-01-04,23:47,OTP,Success,MH,Mobile
1214,2025-01-04,17:23,Biometric,Success,KA,Mobile
1215,2025-01-11,13:17,Biometric,Fail,DL,POS
1216,2025-01-06,15:09,Biometric,Success,MH,POS
1217,2025-01-11,09:30,OTP,Success,DL,Mobile
1218,2025-01-10,00:27,Biometric,Success,DL,Mobile
1219,2025-01-03,01:04,OTP,Success,MH,Mobile
1220,2025-01-10,12:12,Biometric,Success,DL,Mobile
1221,2025-01-10,13:47,OTP,Success,MH,Mobile
1222,2025-01-11,23:26,Biometric,Success,DL,POS
1223,2025-01-03,01:41,Biometric,Fail,KA,POS
1224,2025-01-10,16:37,Biometric,Success,DL,POS
1225,2025-01-02,07:10,Biometric,Success,DL,POS
1226,2025-01-02,19:26,OTP,Success,MH,POS
1227,2025-01-11,16:26,Biometric,Success,KA,Mobile
1228,2025-01-05,15:03,Biometric,Success,DL,Mobile
1229,2025-01-10,14:03,OTP,Fail,MH,POS
1230,2025-01-02,00:35,OTP,Fail,DL,POS
1231,2025-01-06,14:51,OTP,Success,DL,POS
1232,2025-01-09,19:15,OTP,Success,MH,POS
1233,2025-01-10,14:53,Biometric,Success,MH,POS
1234,2025-01-02,09:41,Biometric,Success,DL,POS
1235,2025-01-10,12:56,OTP,Success,KA,POS
1236,2025-01-06,23:39,OTP,Success,MH,POS
1237,2025-01-06,19:03,Biometric,Fail,MH,Mobile
1238,2025-01-07,04:08,Biometric,Success,DL,Mobile
1239,2025-01-01,22:38,OTP,Success,DL,POS
1240,2025-01-04,18:31,Biometric,Fail,DL,Mobile
1241,2025-01-06,02:29,Biometric,Success,DL,POS
1242,2025-01-03,16:19,OTP,Success,MH,POS
1243,2025-01-02,14:15,OTP,Success,MH,POS
1244,2025-01-05,19:40,Biometric,Success,KA,POS
1245,2025-01-06,12:34,OTP,Success,KA,POS
1246,2025-01-03,20:07,OTP,Fail,KA,POS
1247,2025-01-06,07:08,OTP,Success,MH,Mobile
1248,2025-01-10,05:14,OTP,Success,DL,POS
1249,2025-01-03,15:02,Biometric,Fail,DL,Mobile
1250,2025-01-09,13:07,Biometric,Success,MH,POS
1251,2025-01-01,17:18,Biometric,Success,MH,Mobile
1252,2025-01-09,21:47,Biometric,Success,KA,Mobile
1253,2025-01-01,00:53,Biometric,Success,MH,Mobile
1254,2025-01-07,23:22,OTP,Success,KA,POS
1255,2025-01-03,07:45,OTP,Success,KA,POS
1256,2025-01-08,12:28,Biometric,Fail,DL,Mobile
1257,2025-01-11,00:18,OTP,Success,MH,Mobile
1258,2025-01-09,09:00,Biometric,Success,KA,POS
1259,2025-01-02,20:33,OTP,Success,DL,POS
1260,2025-01-09,12:47,Biometric,Fail,MH,POS
1261,2025-01-10,08:53,Biometric,Success,KA,POS
1262,2025-01-02,08:54,OTP,Success,MH,POS
1263,2025-01-08,03:54,Biometric,Success,MH,POS
1264,2025-01-11,22:33,Biometric,Success,KA,POS
1265,2025-01-05,05:53,Biometric,Fail,DL,POS
1266,2025-01-04,20:33,Biometric,Success,KA,POS
1267,2025-01-09,08:32,Biometric,Success,DL,POS
1268,2025-01-02,09:39,OTP,Success,DL,Mobile
1269,2025-01-02,03:17,OTP,Success,DL,Mobile
1270,2025-01-08,09:04,Biometric,Fail,KA,POS
1271,2025-01-10,08:08,Biometric,Success,DL,Mobile
1272,2025-01-05,22:00,OTP,Success,KA,Mobile
1273,2025-01-07,21:48,Biometric,Success,KA,Mobile
1274,2025-01-09,23:50,OTP,Success,MH,Mobile
1275,2025-01-07,21:54,OTP,Success,MH,Mobile
1276,2025-01-02,04:15,OTP,Success,DL,Mobile
1277,2025-01-09,23:21,OTP,Success,MH,POS
1278,2025-01-07,08:09,Biometric,Success,MH,Mobile
1279,2025-01-08,07:34,Biometric,Success,DL,POS
1280,2025-01-04,10:16,OTP,Success,MH,Mobile
1281,2025-01-07,15:38,Biometric,Success,DL,Mobile
1282,2025-01-07,17:28,Biometric,Success,KA,Mobile
1283,2025-01-02,18:57,OTP,Success,DL,POS
1284,2025-01-01,15:15,OTP,Fail,KA,Mobile
1285,2025-01-06,16:29,OTP,Success,DL,Mobile
1286,2025-01-08,11:59,OTP,Success,MH,POS
1287,2025-01-02,05:34,OTP,Success,KA,POS
1288,2025-01-04,19:18,Biometric,Fail,MH,Mobile
1289,2025-01-02,23:12,OTP,Success,MH,POS
1290,2025-01-02,18:31,Biometric,Success,DL,Mobile
1291,2025-01-01,00:01,OTP,Success,DL,Mobile
1292,2025-01-04,13:33,OTP,Success,MH,POS
1293,2025-01-07,18:38,OTP,Success,DL,Mobile
1294,2025-01-11,14:42,OTP,Success,KA,POS
1295,2025-01-03,16:22,Biometric,Success,DL,POS
1296,2025-01-11,10:06,Biometric,Success,DL,POS
1297,2025-01-03,23:32,OTP,Success,DL,Mobile
1298,2025-01-01,21:50,Biometric,Fail,MH,Mobile
1299,2025-01-03,21:07,Biometric,Fail,DL,POS
966570,2026-01-16 16:39:51,OTP,Success,DL,POS,1125,OTP_TIMEOUT
776024,2026-01-16 16:39:53,Biometric,Success,MH,Mobile,192,BIO_FAIL
939380,2026-01-16 16:39:55,Biometric,Success,KA,Mobile,495,NETWORK
509129,2026-01-16 16:39:57,Biometric,Fail,KA,POS,1015,NETWORK
190096,2026-01-16 16:39:58,OTP,Success,DL,POS,1398,NETWORK
793056,2026-01-16 16:39:59,OTP,Success,MH,POS,1094,NETWORK
378821,2026-01-16 16:40:00,Biometric,Success,MH,Mobile,731,OTP_TIMEOUT
139872,2026-01-16 16:40:01,Biometric,Success,MH,Mobile,302,NETWORK
603033,2026-01-16 16:40:02,OTP,Success,DL,Mobile,600,NETWORK
171268,2026-01-16 16:40:03,OTP,Success,DL,POS,607,OTP_TIMEOUT
885834,2026-01-16 16:40:04,OTP,Success,MH,Mobile,1450,None
716142,2026-01-16 16:40:05,OTP,Fail,MH,POS,1444,OTP_TIMEOUT
756936,2026-01-16 16:40:06,OTP,Success,MH,Mobile,1242,None
174348,2026-01-16 16:40:07,Biometric,Success,KA,Mobile,1257,OTP_TIMEOUT
444102,2026-01-16 16:40:08,Biometric,Success,MH,POS,314,NETWORK
212036,2026-01-16 16:40:09,OTP,Fail,KA,POS,575,OTP_TIMEOUT
591145,2026-01-16 16:40:10,OTP,Fail,MH,Mobile,555,None
713205,2026-01-16 16:40:11,Biometric,Success,DL,POS,1399,None
630729,2026-01-16 16:40:12,OTP,Success,DL,POS,1063,BIO_FAIL
644067,2026-01-16 16:40:13,Biometric,Success,KA,POS,959,OTP_TIMEOUT
387054,2026-01-16 16:40:14,OTP,Success,DL,POS,1475,BIO_FAIL
497336,2026-01-16 16:40:15,Biometric,Success,MH,Mobile,670,OTP_TIMEOUT
379155,2026-01-16 16:40:16,Biometric,Success,KA,POS,1215,OTP_TIMEOUT
699394,2026-01-16 16:40:17,OTP,Success,DL,Mobile,221,NETWORK
818975,2026-01-16 16:40:18,OTP,Success,KA,Mobile,914,NETWORK
611190,2026-01-16 16:40:19,Biometric,Success,MH,POS,139,BIO_FAIL
244004,2026-01-16 16:40:20,Biometric,Fail,DL,POS,112,NETWORK
777365,2026-01-16 16:40:21,OTP,Success,DL,Mobile,644,None
641494,2026-01-16 16:40:22,Biometric,Success,KA,Mobile,735,None
122913,2026-01-16 16:40:23,OTP,Success,KA,POS,368,BIO_FAIL
806082,2026-01-16 16:40:24,Biometric,Success,KA,Mobile,1348,BIO_FAIL
732509,2026-01-16 16:40:25,OTP,Success,DL,POS,1089,OTP_TIMEOUT
776699,2026-01-16 16:40:26,Biometric,Success,KA,Mobile,317,BIO_FAIL
267882,2026-01-16 16:40:27,OTP,Fail,MH,Mobile,646,OTP_TIMEOUT
306379,2026-01-16 16:40:28,OTP,Success,DL,POS,879,OTP_TIMEOUT
663232,2026-01-16 16:40:29,OTP,Success,MH,Mobile,717,BIO_FAIL
404837,2026-01-16 16:40:30,OTP,Success,DL,POS,682,BIO_FAIL
605711,2026-01-16 16:40:31,OTP,Fail,DL,POS,1474,NETWORK
250362,2026-01-16 16:40:32,OTP,Success,DL,Mobile,992,NETWORK
246282,2026-01-16 16:40:33,OTP,Success,KA,Mobile,696,None
949529,2026-01-16 16:40:34,OTP,Fail,KA,Mobile,320,OTP_TIMEOUT
528778,2026-01-16 16:40:35,OTP,Fail,KA,Mobile,946,NETWORK
282019,2026-01-16 16:40:36,Biometric,Success,MH,Mobile,815,BIO_FAIL
732822,2026-01-16 16:40:37,OTP,Success,KA,Mobile,1050,OTP_TIMEOUT
647264,2026-01-16 16:40:38,OTP,Success,KA,Mobile,931,OTP_TIMEOUT
206023,2026-01-16 16:40:39,OTP,Success,KA,POS,1393,BIO_FAIL
943144,2026-01-16 16:40:40,Biometric,Success,MH,POS,836,OTP_TIMEOUT
604803,2026-01-16 16:40:41,Biometric,Success,KA,Mobile,824,None
248932,2026-01-16 16:40:42,Biometric,Success,DL,POS,149,NETWORK
203540,2026-01-16 16:40:43,OTP,Success,DL,POS,495,OTP_TIMEOUT
263729,2026-01-16 16:40:44,OTP,Success,DL,POS,536,NETWORK
247074,2026-01-16 16:40:45,OTP,Success,MH,POS,709,BIO_FAIL
129789,2026-01-16 16:40:46,Biometric,Success,KA,Mobile,100,None
634151,2026-01-16 16:40:47,Biometric,Success,KA,Mobile,1018,None
524131,2026-01-16 16:40:48,Biometric,Success,MH,Mobile,1355,BIO_FAIL
294594,2026-01-16 16:40:49,OTP,Fail,DL,POS,434,None
160342,2026-01-16 16:40:50,Biometric,Fail,MH,Mobile,157,NETWORK
122698,2026-01-16 16:40:51,Biometric,Success,KA,Mobile,692,None
339239,2026-01-16 16:40:52,Biometric,Success,KA,POS,1283,NETWORK
133477,2026-01-16 16:40:53,OTP,Success,MH,POS,762,None
250405,2026-01-16 16:40:54,Biometric,Success,KA,POS,1229,OTP_TIMEOUT
111472,2026-01-16 16:40:55,OTP,Success,KA,Mobile,1492,OTP_TIMEOUT
960615,2026-01-16 16:40:56,Biometric,Success,KA,Mobile,286,NETWORK
197659,2026-01-16 16:40:57,OTP,Success,MH,Mobile,385,NETWORK
790768,2026-01-16 16:40:58,Biometric,Success,KA,POS,634,BIO_FAIL
174709,2026-01-16 16:40:59,OTP,Success,MH,POS,448,BIO_FAIL
338635,2026-01-16 16:41:00,Biometric,Fail,MH,Mobile,1141,None
380572,2026-01-16 16:41:01,OTP,Success,DL,POS,1121,None
276496,2026-01-16 16:41:02,Biometric,Fail,DL,Mobile,1138,BIO_FAIL
379527,2026-01-16 16:41:03,Biometric,Fail,DL,POS,595,OTP_TIMEOUT
353472,2026-01-16 16:41:04,OTP,Success,KA,Mobile,308,BIO_FAIL
180949,2026-01-16 16:41:05,Biometric,Success,MH,POS,1114,NETWORK
537593,2026-01-16 16:41:06,OTP,Success,MH,POS,635,BIO_FAIL
352482,2026-01-16 16:41:07,OTP,Success,KA,POS,1208,NETWORK
837628,2026-01-16 16:41:08,Biometric,Success,KA,Mobile,1376,BIO_FAIL
121744,2026-01-16 16:41:09,Biometric,Success,MH,Mobile,594,BIO_FAIL
356308,2026-01-16 16:41:10,Biometric,Success,KA,Mobile,859,OTP_TIMEOUT
765689,2026-01-16 16:41:11,Biometric,Success,DL,Mobile,643,OTP_TIMEOUT
173397,2026-01-16 16:41:12,OTP,Success,KA,Mobile,662,OTP_TIMEOUT
392941,2026-01-16 16:41:13,Biometric,Success,MH,POS,1489,BIO_FAIL
498111,2026-01-16 16:41:14,OTP,Success,MH,Mobile,305,None
480993,2026-01-16 16:41:15,Biometric,Fail,KA,Mobile,552,BIO_FAIL
247476,2026-01-16 16:41:16,OTP,Fail,KA,Mobile,1075,NETWORK
276924,2026-01-16 16:41:17,Biometric,Success,DL,Mobile,1382,NETWORK
911851,2026-01-16 16:41:18,Biometric,Success,KA,POS,1434,None
630884,2026-01-16 16:41:19,OTP,Success,MH,POS,116,None
943774,2026-01-16 16:41:20,Biometric,Success,MH,Mobile,1128,NETWORK
902656,2026-01-16 16:41:21,OTP,Success,KA,POS,146,None
363244,2026-01-16 16:41:22,OTP,Success,DL,POS,772,OTP_TIMEOUT
585088,2026-01-16 16:41:23,Biometric,Success,KA,Mobile,1144,NETWORK
439590,2026-01-16 16:41:24,OTP,Success,DL,Mobile,678,OTP_TIMEOUT
971013,2026-01-16 16:41:25,Biometric,Success,DL,Mobile,183,None
980518,2026-01-16 16:41:26,Biometric,Success,MH,POS,1267,BIO_FAIL
505592,2026-01-16 16:41:27,OTP,Success,DL,Mobile,1370,None
230534,2026-01-16 16:41:28,OTP,Success,DL,Mobile,749,BIO_FAIL
534906,2026-01-16 16:41:29,Biometric,Success,MH,Mobile,820,OTP_TIMEOUT
584708,2026-01-16 16:41:30,Biometric,Success,KA,POS,541,NETWORK
929398,2026-01-16 16:41:31,Biometric,Success,KA,POS,967,None
281155,2026-01-16 16:41:32,Biometric,Success,MH,POS,1211,NETWORK
265271,2026-01-16 16:41:33,Biometric,Fail,MH,Mobile,864,BIO_FAIL
550890,2026-01-16 16:41:34,Biometric,Success,DL,POS,1283,OTP_TIMEOUT
938709,2026-01-16 16:41:35,Biometric,Success,MH,POS,956,None
650604,2026-01-16 16:41:36,Biometric,Success,DL,Mobile,933,None
870144,2026-01-16 16:41:37,Biometric,Success,KA,Mobile,1374,NETWORK
205751,2026-01-16 16:41:38,Biometric,Success,KA,Mobile,165,OTP_TIMEOUT
506939,2026-01-16 16:41:39,Biometric,Success,MH,POS,1497,OTP_TIMEOUT
939380,2026-01-16 16:41:40,Biometric,Fail,MH,POS,741,None
246625,2026-01-16 16:41:41,OTP,Success,MH,Mobile,1119,NETWORK
356052,2026-01-16 16:41:42,OTP,Success,DL,POS,1468,None
386666,2026-01-16 16:41:43,Biometric,Success,MH,POS,1388,BIO_FAIL
691733,2026-01-16 16:41:44,OTP,Success,MH,Mobile,1353,OTP_TIMEOUT
194542,2026-01-16 16:41:45,Biometric,Fail,DL,Mobile,616,NETWORK
760908,2026-01-16 16:41:46,OTP,Success,MH,POS,434,OTP_TIMEOUT
878373,2026-01-16 16:41:47,Biometric,Success,DL,Mobile,436,None
396928,2026-01-16 16:41:48,OTP,Success,MH,POS,1418,OTP_TIMEOUT
358556,2026-01-16 16:41:49,Biometric,Success,MH,POS,799,BIO_FAIL
674969,2026-01-16 16:41:50,OTP,Fail,MH,Mobile,1126,BIO_FAIL
282682,2026-01-16 16:41:51,OTP,Success,DL,POS,666,BIO_FAIL
520773,2026-01-16 16:41:51,OTP,Success,MH,Mobile,814,NETWORK
845776,2026-01-16 16:41:52,OTP,Success,DL,Mobile,338,NETWORK
401248,2026-01-16 16:41:53,OTP,Success,KA,POS,178,OTP_TIMEOUT
357480,2026-01-16 16:41:53,OTP,Success,MH,Mobile,211,NETWORK
310965,2026-01-16 16:41:54,Biometric,Success,KA,POS,576,BIO_FAIL
407280,2026-01-16 16:41:55,OTP,Success,MH,Mobile,503,OTP_TIMEOUT
354635,2026-01-16 16:41:55,Biometric,Success,KA,Mobile,1321,BIO_FAIL
302423,2026-01-16 16:41:56,OTP,Fail,KA,Mobile,1290,BIO_FAIL
741750,2026-01-16 16:41:57,OTP,Success,DL,POS,932,OTP_TIMEOUT
483036,2026-01-16 16:41:57,Biometric,Success,DL,Mobile,953,NETWORK
882174,2026-01-16 16:41:58,Biometric,Fail,MH,Mobile,178,NETWORK
400706,2026-01-16 16:41:59,OTP,Success,DL,Mobile,185,NETWORK
897973,2026-01-16 16:41:59,OTP,Success,KA,POS,1436,BIO_FAIL
